Source.Name,DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
RELIANCE_Data.csv,03-07-2018,EQ,965,978.45,960.35,960.6,972.2,971.3,972.1,1664.9,779.1,5067261,4925883688,117456,RELIANCE
RELIANCE_Data.csv,02-07-2018,EQ,972.35,972.35,957,972.45,960.05,960.6,962.14,1664.9,779.1,6660916,6408701995,83823,RELIANCE
RELIANCE_Data.csv,29-06-2018,EQ,949.1,975.5,949,944.95,973.2,972.45,967.48,1664.9,779.1,7966401,7707335240,152587,RELIANCE
RELIANCE_Data.csv,28-06-2018,EQ,962,968.5,940.3,965.85,948,944.95,952.67,1664.9,779.1,8581234,8175043919,156175,RELIANCE
RELIANCE_Data.csv,27-06-2018,EQ,978.5,985.4,962.7,978.95,963.7,965.85,973.82,1664.9,779.1,8958555,8724005246,179753,RELIANCE
RELIANCE_Data.csv,26-06-2018,EQ,1006,1006,975.25,1004.45,978.3,978.95,986.72,1664.9,779.1,8068585,7961465287,176505,RELIANCE
RELIANCE_Data.csv,25-06-2018,EQ,1011.4,1016.5,1002.3,1012.5,1005,1004.45,1010.49,1664.9,779.1,5197694,5252204246,93795,RELIANCE
RELIANCE_Data.csv,22-06-2018,EQ,1028.4,1029.2,1008.45,1031.95,1011.65,1012.5,1014.6,1664.9,779.1,16169978,16406133080,159059,RELIANCE
RELIANCE_Data.csv,21-06-2018,EQ,1023.45,1036,1021.3,1019.25,1031.6,1031.95,1030.56,1664.9,779.1,10509756,10830925855,218105,RELIANCE
RELIANCE_Data.csv,20-06-2018,EQ,996,1022.9,994.85,996.05,1019.2,1019.25,1015.65,1664.9,779.1,7193824,7306438843,176300,RELIANCE
RELIANCE_Data.csv,19-06-2018,EQ,1013.9,1014.8,993.65,1015.55,995.6,996.05,1002.7,1664.9,779.1,6346101,6363262362,169205,RELIANCE
RELIANCE_Data.csv,18-06-2018,EQ,1008.8,1020.45,1007,1014.2,1014.1,1015.55,1014.97,1664.9,779.1,5652374,5737016772,114998,RELIANCE
RELIANCE_Data.csv,15-06-2018,EQ,1006,1023.5,999.25,1007.95,1012.45,1014.2,1015.48,1664.9,779.1,11294702,11469522694,227359,RELIANCE
RELIANCE_Data.csv,14-06-2018,EQ,997.45,1011.8,987.4,1002.5,1007,1007.95,1001.22,1664.9,779.1,5484867,5491573757,130819,RELIANCE
RELIANCE_Data.csv,13-06-2018,EQ,1000,1005.9,989.5,997.15,1002.5,1002.5,999.25,1664.9,779.1,5926020,5921557586,143644,RELIANCE
RELIANCE_Data.csv,12-06-2018,EQ,983.4,1000,980.3,982.65,999.4,997.15,991.14,1664.9,779.1,7445221,7379266303,150601,RELIANCE
RELIANCE_Data.csv,11-06-2018,EQ,987.1,999.95,979.05,984.35,980.05,982.65,991.25,1664.9,779.1,6866053,6806007440,169285,RELIANCE
RELIANCE_Data.csv,08-06-2018,EQ,966.35,986.55,960.6,971.35,983.1,984.35,974.6,1664.9,779.1,6532599,6366671932,143699,RELIANCE
RELIANCE_Data.csv,07-06-2018,EQ,954.9,976,954.45,954.4,970.85,971.35,969.3,1664.9,779.1,6857300,6646752363,202014,RELIANCE
RELIANCE_Data.csv,06-06-2018,EQ,947,956,942.65,947.65,954,954.4,952.01,1664.9,779.1,4189483,3988423353,108083,RELIANCE
RELIANCE_Data.csv,05-06-2018,EQ,942.8,955,941,940.85,948.9,947.65,949.46,1664.9,779.1,7971524,7568655588,169905,RELIANCE
RELIANCE_Data.csv,04-06-2018,EQ,933.4,944,930.55,930.55,941.5,940.85,939.73,1664.9,779.1,5600357,5262829395,237083,RELIANCE
RELIANCE_Data.csv,01-06-2018,EQ,920,935.75,918.45,921.35,928.6,930.55,926.94,1664.9,779.1,8765835,8125389216,136941,RELIANCE
RELIANCE_Data.csv,31-05-2018,EQ,921,922.3,914.55,916.1,920.3,921.35,921.07,1664.9,779.1,16951801,15613865590,166442,RELIANCE
RELIANCE_Data.csv,30-05-2018,EQ,914.85,923.2,906.6,917.45,915.8,916.1,915.8,1664.9,779.1,5991222,5486773045,135401,RELIANCE
RELIANCE_Data.csv,29-05-2018,EQ,921.5,928,914.4,920.4,916.9,917.45,920.32,1664.9,779.1,8173396,7522151497,113106,RELIANCE
RELIANCE_Data.csv,28-05-2018,EQ,924.9,927,918.1,920.8,919.95,920.4,922.21,1664.9,779.1,5197835,4793495121,98317,RELIANCE
RELIANCE_Data.csv,25-05-2018,EQ,916,923.4,914.45,915.85,922,920.8,920.3,1664.9,779.1,8129520,7481573041,94418,RELIANCE
RELIANCE_Data.csv,24-05-2018,EQ,914,921,910.15,912.25,917.95,915.85,916.46,1664.9,779.1,5317983,4873723841,96010,RELIANCE
RELIANCE_Data.csv,23-05-2018,EQ,926,926,909.15,926.75,913.8,912.25,917.49,1664.9,779.1,4567562,4190710347,111713,RELIANCE
RELIANCE_Data.csv,22-05-2018,EQ,933.15,934,925,931.35,927.1,926.75,930.25,1664.9,779.1,5170585,4809925289,78323,RELIANCE
RELIANCE_Data.csv,21-05-2018,EQ,930.75,935.7,922.1,933.85,934.8,931.35,927.05,1664.9,779.1,6624893,6141603388,83977,RELIANCE
RELIANCE_Data.csv,18-05-2018,EQ,945.6,953.5,932,945.35,934.5,933.85,941.11,1664.9,779.1,5230037,4922041685,117002,RELIANCE
RELIANCE_Data.csv,17-05-2018,EQ,959.35,960,941.5,956.15,944,945.35,949.68,1664.9,779.1,4733477,4495273470,119057,RELIANCE
RELIANCE_Data.csv,16-05-2018,EQ,974,974,952.45,978.95,954.4,956.15,962.49,1664.9,779.1,8613363,8290313023,116722,RELIANCE
RELIANCE_Data.csv,15-05-2018,EQ,983.05,1000,976.65,986.6,978.55,978.95,988.75,1664.9,779.1,4800923,4746908410,100265,RELIANCE
RELIANCE_Data.csv,14-05-2018,EQ,991.95,991.95,976.7,989.25,984.95,986.6,984.23,1664.9,779.1,2579561,2538890944,56447,RELIANCE
RELIANCE_Data.csv,11-05-2018,EQ,981.25,991.3,977.75,981.15,986,989.25,986.84,1664.9,779.1,4011516,3958724055,76911,RELIANCE
RELIANCE_Data.csv,10-05-2018,EQ,980,984.6,974.25,976.7,979.15,981.15,980.67,1664.9,779.1,4014645,3937024260,74806,RELIANCE
RELIANCE_Data.csv,09-05-2018,EQ,965.9,984.3,962.25,967.1,976.2,976.7,973.59,1664.9,779.1,4494423,4375739607,96826,RELIANCE
RELIANCE_Data.csv,08-05-2018,EQ,977.5,982,965.2,971,966,967.1,972.41,1664.9,779.1,4934036,4797914834,104703,RELIANCE
RELIANCE_Data.csv,07-05-2018,EQ,958.85,973.25,956.35,953.95,971.9,971,963.82,1664.9,779.1,3512532,3385450726,87310,RELIANCE
RELIANCE_Data.csv,04-05-2018,EQ,962.85,964.7,950,961.6,953.6,953.95,954.68,1664.9,779.1,3795692,3623686170,119312,RELIANCE
RELIANCE_Data.csv,03-05-2018,EQ,977.9,977.9,959.25,972.7,962,961.6,964.27,1664.9,779.1,3947546,3806512719,84753,RELIANCE
RELIANCE_Data.csv,02-05-2018,EQ,967,979.2,965.05,963.3,974.8,972.7,973.34,1664.9,779.1,6117761,5954655105,148402,RELIANCE
RELIANCE_Data.csv,30-04-2018,EQ,982,992.6,960,996.3,963.5,963.3,969.39,1664.9,779.1,8871802,8600270171,170165,RELIANCE
RELIANCE_Data.csv,27-04-2018,EQ,989.8,1011,985.5,975.35,996.5,996.3,999.97,1664.9,779.1,11666267,11665872661,173541,RELIANCE
RELIANCE_Data.csv,26-04-2018,EQ,973,988,962.25,970.5,973.15,975.35,977.14,1664.9,779.1,15588001,15231697346,191487,RELIANCE
RELIANCE_Data.csv,25-04-2018,EQ,973.65,981.8,963.55,970.05,972,970.5,971,1664.9,779.1,6436620,6249960891,125144,RELIANCE
RELIANCE_Data.csv,24-04-2018,EQ,935.8,975.7,935,936,971.6,970.05,959.86,1664.9,779.1,9107264,8741718169,161209,RELIANCE
RELIANCE_Data.csv,23-04-2018,EQ,930,944.35,928.5,927.9,935,936,936.28,1664.9,779.1,3508515,3284954149,74884,RELIANCE
RELIANCE_Data.csv,20-04-2018,EQ,938,941.85,921.2,942.3,930,927.9,928.21,1664.9,779.1,3349519,3109071704,72993,RELIANCE
RELIANCE_Data.csv,19-04-2018,EQ,939.1,945,935,938,942,942.3,941.25,1664.9,779.1,4481413,4218134286,49239,RELIANCE
RELIANCE_Data.csv,18-04-2018,EQ,945.25,948.2,935.05,944.25,937.7,938,941.25,1664.9,779.1,3365196,3167484001,90717,RELIANCE
RELIANCE_Data.csv,17-04-2018,EQ,940,947.2,936,937.05,945,944.25,942.33,1664.9,779.1,4388713,4135607266,107244,RELIANCE
RELIANCE_Data.csv,16-04-2018,EQ,934.45,940,928.5,938.85,938.1,937.05,932.57,1664.9,779.1,4084450,3809041574,104874,RELIANCE
RELIANCE_Data.csv,13-04-2018,EQ,932.7,941.7,928.7,928.7,939.85,938.85,937.05,1664.9,779.1,5767984,5404908210,102901,RELIANCE
RELIANCE_Data.csv,12-04-2018,EQ,929.85,936.65,924.2,930.85,927.1,928.7,929.39,1664.9,779.1,4947725,4598362820,81750,RELIANCE
RELIANCE_Data.csv,11-04-2018,EQ,921.8,932.75,916.05,917.05,931.75,930.85,927.88,1664.9,779.1,6007539,5574246154,109450,RELIANCE
RELIANCE_Data.csv,10-04-2018,EQ,918.4,923.9,914.15,916,915.5,917.05,919.12,1664.9,779.1,3865402,3552772955,80941,RELIANCE
RELIANCE_Data.csv,09-04-2018,EQ,912.55,919,912.55,911,915,916,916.01,1664.9,779.1,3572251,3272222860,73839,RELIANCE
RELIANCE_Data.csv,06-04-2018,EQ,908,918.5,905,908.2,911.95,911,912.81,1664.9,779.1,4418462,4033221156,76788,RELIANCE
RELIANCE_Data.csv,05-04-2018,EQ,905.1,910,903.5,894.9,908,908.2,907.4,1664.9,779.1,3898676,3537659970,76386,RELIANCE
RELIANCE_Data.csv,04-04-2018,EQ,904.7,911.8,892.05,899.55,893.25,894.9,901.57,1664.9,779.1,6498407,5858765070,90218,RELIANCE
RELIANCE_Data.csv,03-04-2018,EQ,891,901.7,885.25,892.95,901,899.55,891.67,1664.9,779.1,6364728,5675268232,106660,RELIANCE
RELIANCE_Data.csv,02-04-2018,EQ,893,900.95,886.5,882.7,892.95,892.95,894.38,1664.9,779.1,5712065,5108762641,138967,RELIANCE
RELIANCE_Data.csv,28-03-2018,EQ,895.8,895.85,880,899.8,881.6,882.7,886.65,1664.9,779.1,8759586,7766716375,164624,RELIANCE
RELIANCE_Data.csv,27-03-2018,EQ,907.2,910.75,897,901.1,898.3,899.8,903.51,1664.9,779.1,6939577,6269986775,107921,RELIANCE
RELIANCE_Data.csv,26-03-2018,EQ,893.95,904.3,892.5,893.9,901.5,901.1,898.73,1664.9,779.1,6047262,5434879313,121961,RELIANCE
RELIANCE_Data.csv,23-03-2018,EQ,890.6,900,889.1,908.15,892.5,893.9,894.9,1664.9,779.1,10729694,9601998761,115124,RELIANCE
RELIANCE_Data.csv,22-03-2018,EQ,896,911.95,895.75,896.9,908.9,908.15,907.73,1664.9,779.1,10116965,9183446074,135445,RELIANCE
RELIANCE_Data.csv,21-03-2018,EQ,894.85,902.35,893.3,889.8,896,896.9,897.27,1664.9,779.1,6727261,6036186652,126549,RELIANCE
RELIANCE_Data.csv,20-03-2018,EQ,893.3,904,887.05,895.5,892,889.8,894.96,1664.9,779.1,6945721,6216141684,111138,RELIANCE
RELIANCE_Data.csv,19-03-2018,EQ,901,906.9,892,900.05,895,895.5,898.02,1664.9,779.1,5774392,5185519992,111279,RELIANCE
RELIANCE_Data.csv,16-03-2018,EQ,909,909.7,886.05,911.8,904,900.05,898.82,1664.9,779.1,14087564,12662129928,221824,RELIANCE
RELIANCE_Data.csv,15-03-2018,EQ,925,929.45,910,929.05,911,911.8,918.37,1664.9,779.1,5811424,5337047119,70975,RELIANCE
RELIANCE_Data.csv,14-03-2018,EQ,928.8,932.05,919.2,931.85,931.55,929.05,923.15,1664.9,779.1,6731530,6214195309,79487,RELIANCE
RELIANCE_Data.csv,13-03-2018,EQ,931.9,936,921.35,930.3,934,931.85,929.52,1664.9,779.1,5096825,4737580484,72560,RELIANCE
RELIANCE_Data.csv,12-03-2018,EQ,920,933.1,917.55,913.1,931.95,930.3,924.01,1664.9,779.1,3801407,3512520944,70971,RELIANCE
RELIANCE_Data.csv,09-03-2018,EQ,914.9,919.35,911.05,911.45,915,913.1,914.72,1664.9,779.1,4863577,4448821265,110348,RELIANCE
RELIANCE_Data.csv,08-03-2018,EQ,897.65,914.5,893.3,889.75,911,911.45,903.98,1664.9,779.1,6072983,5489882190,110989,RELIANCE
RELIANCE_Data.csv,07-03-2018,EQ,909.25,909.25,888.05,910.85,892.4,889.75,898.07,1664.9,779.1,7247708,6508943483,162870,RELIANCE
RELIANCE_Data.csv,06-03-2018,EQ,929,936.2,905.1,924.1,908.65,910.85,926.46,1664.9,779.1,7323680,6785121099,119522,RELIANCE
RELIANCE_Data.csv,05-03-2018,EQ,943,950.15,921.6,948.4,922.65,924.1,932.35,1664.9,779.1,5634893,5253681530,105746,RELIANCE
RELIANCE_Data.csv,01-03-2018,EQ,949.75,959.9,945.95,954.55,948.05,948.4,951.47,1664.9,779.1,4094652,3895948304,82999,RELIANCE
RELIANCE_Data.csv,28-02-2018,EQ,945.95,957.1,943.2,950.5,951,954.55,953.33,1664.9,779.1,25898694,24689973325,245932,RELIANCE
RELIANCE_Data.csv,27-02-2018,EQ,939,955.8,938.35,938.7,951.5,950.5,949.05,1664.9,779.1,6410097,6083477042,97701,RELIANCE
RELIANCE_Data.csv,26-02-2018,EQ,939,944.9,936.6,934.25,938.75,938.7,941.3,1664.9,779.1,3856478,3630113759,76681,RELIANCE
RELIANCE_Data.csv,23-02-2018,EQ,925.4,938,922.75,924.35,934,934.25,931.77,1664.9,779.1,4850839,4519877657,107785,RELIANCE
RELIANCE_Data.csv,22-02-2018,EQ,922,931,920,929.35,921,924.35,924.97,1664.9,779.1,5118850,4734779151,95362,RELIANCE
RELIANCE_Data.csv,21-02-2018,EQ,930,932.5,922.15,921.1,929,929.35,927.21,1664.9,779.1,5448230,5051677024,115472,RELIANCE
RELIANCE_Data.csv,20-02-2018,EQ,929,929.55,918.8,927,919.9,921.1,923.11,1664.9,779.1,3866919,3569595828,73125,RELIANCE
RELIANCE_Data.csv,19-02-2018,EQ,921,932,913.55,921.3,928.3,927,922.39,1664.9,779.1,4087936,3770665441,76979,RELIANCE
RELIANCE_Data.csv,16-02-2018,EQ,939.6,942.6,918.1,935.65,920.45,921.3,930.32,1664.9,779.1,4401672,4094973055,89938,RELIANCE
RELIANCE_Data.csv,15-02-2018,EQ,937.65,945.75,928.15,933.65,936.1,935.65,938.06,1664.9,779.1,6109454,5731058556,110875,RELIANCE
RELIANCE_Data.csv,14-02-2018,EQ,923,942.5,921,915.5,929,933.65,930.9,1664.9,779.1,10170959,9468181695,207422,RELIANCE
RELIANCE_Data.csv,12-02-2018,EQ,903,918.2,902.05,897.85,914,915.5,910.17,1664.9,779.1,5429792,4942032259,117785,RELIANCE
RELIANCE_Data.csv,09-02-2018,EQ,889,902,886,904.55,899.95,897.85,895.97,1664.9,779.1,5294279,4743532840,134990,RELIANCE
RELIANCE_Data.csv,08-02-2018,EQ,897.9,910.65,892.35,894.4,906.2,904.55,903.17,1664.9,779.1,6320734,5708726206,184671,RELIANCE
RELIANCE_Data.csv,07-02-2018,EQ,902.55,905.4,890,892.1,892.45,894.4,897.52,1664.9,779.1,7100838,6373167727,167780,RELIANCE
RELIANCE_Data.csv,06-02-2018,EQ,877,898,871,902.15,893.4,892.1,884.19,1664.9,779.1,11000567,9726627414,223859,RELIANCE
RELIANCE_Data.csv,05-02-2018,EQ,894,912.5,881.8,904.35,907,902.15,902.03,1664.9,779.1,8773525,7913964633,208567,RELIANCE
RELIANCE_Data.csv,02-02-2018,EQ,935,943.95,901,943.85,901.9,904.35,917.5,1664.9,779.1,13242095,12149575193,233056,RELIANCE
RELIANCE_Data.csv,01-02-2018,EQ,963.25,972.6,936.6,961.3,945,943.85,955.08,1664.9,779.1,7554587,7215260532,126370,RELIANCE
RELIANCE_Data.csv,31-01-2018,EQ,950,964.5,941.55,950.4,962,961.3,958.82,1664.9,779.1,5738209,5501909579,118233,RELIANCE
RELIANCE_Data.csv,30-01-2018,EQ,965.8,965.8,949,964.5,950,950.4,956.43,1664.9,779.1,4198139,4015232068,67935,RELIANCE
RELIANCE_Data.csv,29-01-2018,EQ,966.2,977.3,959.3,965.9,963.7,964.5,968.68,1664.9,779.1,4524605,4382895108,98469,RELIANCE
RELIANCE_Data.csv,25-01-2018,EQ,967.9,972,956.15,966.35,963.95,965.9,963.99,1664.9,779.1,6249419,6024404785,124818,RELIANCE
RELIANCE_Data.csv,24-01-2018,EQ,981.75,981.75,962.65,983.25,967.95,966.35,968.16,1664.9,779.1,6532672,6324642038,112501,RELIANCE
RELIANCE_Data.csv,23-01-2018,EQ,975,990.95,975,971.5,982.05,983.25,984.66,1664.9,779.1,10298500,10140509292,189970,RELIANCE
RELIANCE_Data.csv,22-01-2018,EQ,948,974.3,940,931.3,970.2,971.5,959.81,1664.9,779.1,20892838,20053133154,324891,RELIANCE
RELIANCE_Data.csv,19-01-2018,EQ,923,934.4,922.1,919.7,934.2,931.3,928.48,1664.9,779.1,4559564,4233444944,104474,RELIANCE
RELIANCE_Data.csv,18-01-2018,EQ,929,929.6,915.1,924.5,922,919.7,922.33,1664.9,779.1,4289053,3955927032,96415,RELIANCE
RELIANCE_Data.csv,17-01-2018,EQ,926,929,907,922.95,924.1,924.5,921.46,1664.9,779.1,6036432,5562354162,113531,RELIANCE
RELIANCE_Data.csv,16-01-2018,EQ,947.7,947.7,920,949.15,923.8,922.95,930.84,1664.9,779.1,4948895,4606622461,112950,RELIANCE
RELIANCE_Data.csv,15-01-2018,EQ,950,958.5,945.2,949,947.6,949.15,952.57,1664.9,779.1,5084113,4842989337,67051,RELIANCE
RELIANCE_Data.csv,12-01-2018,EQ,943,952.8,938.25,937.75,946.6,949,946.82,1664.9,779.1,6890028,6523589663,120871,RELIANCE
RELIANCE_Data.csv,11-01-2018,EQ,941.8,942.65,935,942.35,936.9,937.75,939.68,1664.9,779.1,3588727,3372263779,61745,RELIANCE
RELIANCE_Data.csv,10-01-2018,EQ,943,947.4,935.5,940.95,941.5,942.35,942.13,1664.9,779.1,5361502,5051241312,88179,RELIANCE
RELIANCE_Data.csv,09-01-2018,EQ,928.15,943.9,924,928.55,940,940.95,938.57,1664.9,779.1,6534997,6133531768,130260,RELIANCE
RELIANCE_Data.csv,08-01-2018,EQ,926.1,931,923.5,923.25,926.6,928.55,927.42,1664.9,779.1,4035417,3742538282,71254,RELIANCE
RELIANCE_Data.csv,05-01-2018,EQ,921.8,926.9,920.25,920.3,923,923.25,923.12,1664.9,779.1,3401905,3140379429,59095,RELIANCE
RELIANCE_Data.csv,04-01-2018,EQ,918.15,921.8,915.7,914.8,920.5,920.3,919.08,1664.9,779.1,4118581,3785310187,92195,RELIANCE
RELIANCE_Data.csv,03-01-2018,EQ,925,926,913.05,911.15,915.5,914.8,920.1,1664.9,779.1,6175312,5681898483,101162,RELIANCE
RELIANCE_Data.csv,02-01-2018,EQ,913,919.55,906.4,909.75,911.5,911.15,912.92,1664.9,779.1,4342815,3964649170,63346,RELIANCE
RELIANCE_Data.csv,01-01-2018,EQ,922.7,922.7,907.5,921.05,909.5,909.75,913.43,1664.9,779.1,4321686,3947568944,61538,RELIANCE
SBIN_Data.csv,16-05-2022,EQ,445,461.5,438.85,444.65,456,455,454.93,549,363.65,27940958,12711054077,283950,SBIN
SBIN_Data.csv,13-05-2022,EQ,469.45,477,439.75,462.65,440.5,444.65,461.88,549,354.75,61403008,28360528048,595336,SBIN
SBIN_Data.csv,12-05-2022,EQ,473,473,456.35,476.55,462.7,462.65,462.77,549,354.75,18947096,8768075748,314035,SBIN
SBIN_Data.csv,11-05-2022,EQ,475.25,479,463.65,475.2,478.4,476.55,471.45,549,354.75,14771351,6963938211,241751,SBIN
SBIN_Data.csv,10-05-2022,EQ,477,482.55,473.5,475.9,474,475.2,477.99,549,354.75,10884328,5202612035,183663,SBIN
SBIN_Data.csv,09-05-2022,EQ,477.1,483.7,473.8,483.95,476.45,475.9,477.81,549,354.75,13544947,6471855072,170758,SBIN
SBIN_Data.csv,06-05-2022,EQ,471,486.1,471,480,485.5,483.95,478.71,549,341.4,16710020,7999171105,216166,SBIN
SBIN_Data.csv,05-05-2022,EQ,485,494,478.65,479.65,480,480,487.16,549,341.4,14130385,6883760406,185153,SBIN
SBIN_Data.csv,04-05-2022,EQ,492,496.45,477.5,491,478.5,479.65,487.2,549,341.4,14645323,7135245643,221907,SBIN
SBIN_Data.csv,02-05-2022,EQ,492.65,495,481.3,496.3,490.9,491,487.35,549,341.4,18590895,9060263031,232328,SBIN
SBIN_Data.csv,29-04-2022,EQ,508.1,512.5,494,507.5,495.9,496.3,503.59,549,339.25,12894773,6493703530,143518,SBIN
SBIN_Data.csv,28-04-2022,EQ,499.15,510,496.5,497.25,507.7,507.5,503.04,549,339.25,12154792,6114331932,134713,SBIN
SBIN_Data.csv,27-04-2022,EQ,500,502.8,491.85,505.5,497.85,497.25,496.78,549,339.25,12367342,6143829183,142885,SBIN
SBIN_Data.csv,26-04-2022,EQ,499,507.9,498.45,494.75,505.5,505.5,504.31,549,339.25,12137213,6120898078,158992,SBIN
SBIN_Data.csv,25-04-2022,EQ,495,499.2,490.05,500.6,495,494.75,495.06,549,339.25,14057444,6959299074,186190,SBIN
SBIN_Data.csv,22-04-2022,EQ,512.9,513.5,499,516.3,499.5,500.6,505.07,549,321.3,16760456,8465127371,208796,SBIN
SBIN_Data.csv,21-04-2022,EQ,513.4,518,512.2,509.3,516.9,516.3,515.24,549,321.3,10035638,5170807463,108987,SBIN
SBIN_Data.csv,20-04-2022,EQ,512,513.7,507,511.8,509.2,509.3,510.2,549,321.3,11881305,6061830258,153556,SBIN
SBIN_Data.csv,19-04-2022,EQ,513.25,520.95,505.1,509.5,506.6,511.8,515.99,549,321.3,20362934,10507079160,240810,SBIN
SBIN_Data.csv,18-04-2022,EQ,512,515,504,517.7,510.1,509.5,509.48,549,321.3,14492183,7383507123,206832,SBIN
SBIN_Data.csv,13-04-2022,EQ,514.3,520.9,513.75,512.85,517.7,517.7,517.08,549,321.3,15440525,7983987949,150224,SBIN
SBIN_Data.csv,12-04-2022,EQ,512.75,516.7,504.35,514.9,512.5,512.85,510.3,549,321.3,14460680,7379318523,179734,SBIN
SBIN_Data.csv,11-04-2022,EQ,513.5,522,513.2,516.1,515,514.9,518.25,549,321.3,12370288,6410859874,181292,SBIN
SBIN_Data.csv,08-04-2022,EQ,519.5,519.5,512.35,514.95,516.1,516.1,516.11,549,321.3,13572638,7004926248,142230,SBIN
SBIN_Data.csv,07-04-2022,EQ,510.05,519.9,510.05,513.95,516.55,514.95,515.08,549,321.3,19620958,10106455922,193008,SBIN
SBIN_Data.csv,06-04-2022,EQ,507,515.2,506,509.4,512.75,513.95,510.73,549,321.3,13738275,7016507642,156632,SBIN
SBIN_Data.csv,05-04-2022,EQ,514.4,516.4,507.7,512.4,508,509.4,512.46,549,321.3,13602384,6970682174,152569,SBIN
SBIN_Data.csv,04-04-2022,EQ,509.3,514.9,506,508.2,512.2,512.4,511.42,549,321.3,16257176,8314232026,198168,SBIN
SBIN_Data.csv,01-04-2022,EQ,491,509.75,491,493.55,508,508.2,503.37,549,321.3,18527226,9326126941,197319,SBIN
SBIN_Data.csv,31-03-2022,EQ,494.3,497.55,492.2,494.3,493.3,493.55,494.45,549,321.3,10240982,5063610021,124653,SBIN
SBIN_Data.csv,30-03-2022,EQ,499.3,500.4,492.3,495,493,494.3,496.58,549,321.3,16461225,8174331160,196570,SBIN
SBIN_Data.csv,29-03-2022,EQ,500,501.4,491.7,497.5,495.5,495,496.03,549,321.3,14301429,7093976889,149505,SBIN
SBIN_Data.csv,28-03-2022,EQ,490.95,498.6,481.95,490.7,497.75,497.5,491.67,549,321.3,16738684,8229888609,201945,SBIN
SBIN_Data.csv,25-03-2022,EQ,491.75,493.3,486.6,487.1,491.8,490.7,490.04,549,321.3,11541196,5655597137,145141,SBIN
SBIN_Data.csv,24-03-2022,EQ,485,494.8,483.5,490.65,486.9,487.1,489.44,549,321.3,18174877,8895507386,191083,SBIN
SBIN_Data.csv,23-03-2022,EQ,498.5,502.4,489.2,493.7,489.95,490.65,495.13,549,321.3,15800195,7823206414,168550,SBIN
SBIN_Data.csv,22-03-2022,EQ,490.6,495.8,477.25,490.6,495.1,493.7,486.29,549,321.3,26157969,12720246448,264129,SBIN
SBIN_Data.csv,21-03-2022,EQ,502,502,489,501.9,490.25,490.6,493.32,549,321.3,19064060,9404735444,224101,SBIN
SBIN_Data.csv,17-03-2022,EQ,499,503.5,498.3,492.75,501,501.9,501.29,549,321.3,22947673,11503533277,221065,SBIN
SBIN_Data.csv,16-03-2022,EQ,493,494.3,489.4,485.85,491.95,492.75,492.21,549,321.3,16211288,7979296626,172261,SBIN
SBIN_Data.csv,15-03-2022,EQ,489,490.5,480.65,485.15,485,485.85,485.62,549,321.3,27204899,13211211847,300344,SBIN
SBIN_Data.csv,14-03-2022,EQ,471,486,470.55,470.35,485.5,485.15,480.43,549,321.3,27750689,13332216132,275270,SBIN
SBIN_Data.csv,11-03-2022,EQ,466.4,474.8,462,468.7,470.85,470.35,470.21,549,321.3,22091309,10387624187,219456,SBIN
SBIN_Data.csv,10-03-2022,EQ,469.9,476.65,461.65,451.7,467.4,468.7,469.95,549,321.3,34553299,16238198015,328612,SBIN
SBIN_Data.csv,09-03-2022,EQ,442,454.3,438.55,440.3,452.3,451.7,445.45,549,321.3,32331325,14402086959,347913,SBIN
SBIN_Data.csv,08-03-2022,EQ,438,442.1,425,440.3,440,440.3,434.44,549,321.3,42510207,18468217946,431966,SBIN
SBIN_Data.csv,07-03-2022,EQ,447.5,453.95,433.45,461.95,441.15,440.3,439.85,549,321.3,33720472,14832043226,474609,SBIN
SBIN_Data.csv,04-03-2022,EQ,460.3,470.9,457.65,467.4,462.45,461.95,464.01,549,321.3,20684268,9597616195,271479,SBIN
SBIN_Data.csv,03-03-2022,EQ,480,483.4,464.6,474.25,466.65,467.4,470.45,549,321.3,20358590,9577747167,255355,SBIN
SBIN_Data.csv,02-03-2022,EQ,478,479.8,467,483.2,475,474.25,473.1,549,321.3,22003848,10409916777,319620,SBIN
SBIN_Data.csv,28-02-2022,EQ,476.9,485.3,473.1,482.95,483.7,483.2,479.74,549,321.3,18069367,8668636657,240076,SBIN
SBIN_Data.csv,25-02-2022,EQ,480,491.9,479.3,472.65,483.75,482.95,485.29,549,321.3,21792287,10575686869,245306,SBIN
SBIN_Data.csv,24-02-2022,EQ,480,487.95,468,498.7,470.85,472.65,479.75,549,321.3,32356037,15522908575,430597,SBIN
SBIN_Data.csv,23-02-2022,EQ,503,505.35,497.25,498.4,498.15,498.7,501.32,549,321.3,13899433,6968058858,174252,SBIN
SBIN_Data.csv,22-02-2022,EQ,500.9,505.3,495.5,511.85,497.9,498.4,500.1,549,321.3,27108772,13557096740,285946,SBIN
SBIN_Data.csv,21-02-2022,EQ,511.55,517.5,504.65,515.3,511.5,511.85,511.82,549,321.3,16866932,8632877138,186884,SBIN
SBIN_Data.csv,18-02-2022,EQ,510.1,520.9,510.1,512.95,515,515.3,515.84,549,321.3,15111223,7794991046,167187,SBIN
SBIN_Data.csv,17-02-2022,EQ,520,520,511.15,516.7,511.6,512.95,515.23,549,321.3,16408356,8454056422,183638,SBIN
